"LSOA2021","LAD2024","LSOA_NAME_2021","LAD_NAME_2024","IMD_RANK","IMD_DECILE","IDACI_RANK","IDACI_DECILE","IDAOPI_RANK","IDAOPI_DECILE","EST_RANK","EST_DECILE","CYP_RANK","CYP_DECILE","ADS_RANK","ADS_DECILE","BHS_RANK","BHS_DECILE","GEO_RANK","GEO_DECILE","WID_RANK","WID_DECILE","LIV_RANK","LIV_DECILE","IND_RANK","IND_DECILE","OUT_RANK","OUT_DECILE","IMD","INC","EMP","EST","HDD","CRM","BHS","LIV","IDACI","IDAOPI","CYP","ADS","GEO","WID","IND","OUT","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01005203","E08000003","Manchester 009B","Manchester",93,1,1142,1,396,1,4175,2,11732,4,1408,1,1215,1,28742,9,444,1,14228,5,21215,7,3941,2,77.432,0.696,0.435,45.428,2.21,2.312,43.844,21.532,0.774,0.718,0.333,0.433,19.802,6.881,-0.257,0.916,0.855181023720349,0.781021897810219,0.536597779513766,0.847526358475263,0.941878453038674,0.704651042296333,0.263832024940841,0.54903057419836,0.709844559585492,0.362629989936263,0.660651764072179
"E01005205","E08000003","Manchester 006B","Manchester",161,1,809,1,1765,1,3180,1,7265,3,1462,1,2972,1,28973,9,1100,1,9699,3,14491,5,2972,1,73.572,0.66,0.379,50.354,2.071,2.248,37.377,29.242,0.808,0.547,0.704,0.431,19.438,5.931,0.064,1.072,0.81023720349563,0.678832116788321,0.594903297587766,0.819343065693431,0.927734806629834,0.592960397920589,0.360365097847726,0.618195376584638,0.706390328151986,0.470311975847031,0.702666307568004
"E01005206","E08000003","Manchester 006C","Manchester",3160,1,2681,1,12623,4,9733,3,19528,6,4572,2,6151,2,26269,8,2579,1,8240,3,7015,3,10909,4,46.052,0.472,0.265,28.267,1.205,1.263,30.75,32.132,0.683,0.21,-0.204,0.358,23.168,4.707,0.54,0.279,0.575530586766542,0.470802919708029,0.33347536870014,0.643755068937551,0.710055248618784,0.478506416124074,0.396549349559904,0.448918717375093,0.580310880829015,0.629989936262999,0.489092378130891
"E01005207","E08000003","Manchester 006D","Manchester",2125,1,1889,1,10143,4,6913,3,16980,6,2638,1,3097,1,26716,8,1274,1,2264,1,1513,1,19337,6,51.45,0.51,0.248,35.442,1.089,1.453,37.065,49.858,0.724,0.255,-0.038,0.396,22.605,5.757,1.126,-0.198,0.622971285892634,0.43978102189781,0.418400681769761,0.620235198702352,0.752044198895028,0.587571889950087,0.618487773729482,0.479865771812081,0.64594127806563,0.826568265682657,0.360624831672502
"E01005208","E08000003","Manchester 019A","Manchester",11216,4,7934,3,1153,1,20309,7,15599,5,24146,8,6257,2,31607,10,2116,1,16008,5,29285,9,2581,1,24.843,0.266,0.126,12.5,0.644,0.93,30.568,18.996,0.503,0.597,0.058,0.173,13.896,5.037,-0.683,1.148,0.318352059925094,0.217153284671533,0.146852732997183,0.530008110300081,0.63646408839779,0.475363119807948,0.232080031050846,0.497762863534676,0.260794473229706,0.219724924521973,0.723134931322381
"E01005210","E08000003","Manchester 019C","Manchester",8701,3,4792,2,110,1,10318,4,17238,6,5822,2,2631,1,32372,10,827,1,10895,4,24589,8,961,1,29.159,0.206,0.109,27.108,1.454,0.317,38.361,27.063,0.598,0.866,-0.056,0.339,11.054,6.269,-0.416,1.657,0.243445692883895,0.186131386861314,0.319757119522761,0.694241686942417,0.500994475138121,0.609954923058324,0.333082923286882,0.476510067114094,0.547495682210708,0.309292183830929,0.86022084567735
"E01005212","E08000003","Manchester 057A","Manchester",13568,5,7381,3,23,1,18199,6,14590,5,20779,7,8417,3,32214,10,2798,1,12458,4,26227,8,1345,1,21.445,0.166,0.074,14.941,1.347,0.304,27.634,24.372,0.518,0.975,0.127,0.196,11.644,4.57,-0.497,1.491,0.193508114856429,0.122262773722628,0.175745093861705,0.672546634225466,0.498121546961326,0.424690419854579,0.299390251536892,0.510626398210291,0.300518134715026,0.282120093928212,0.815513062213843
"E01005213","E08000003","Manchester 059A","Manchester",2812,1,560,1,259,1,10234,4,11207,4,8926,3,5523,2,30814,10,1911,1,15746,5,27713,9,2818,1,47.629,0.506,0.25,27.277,1.735,1.111,31.817,19.35,0.842,0.765,0.371,0.298,15.959,5.182,-0.578,1.102,0.617977528089888,0.443430656934306,0.321757450938617,0.751216545012165,0.67646408839779,0.496934422548833,0.23651228887303,0.556114839671887,0.476683937823834,0.254948004025495,0.710746027471048
"E01005214","E08000003","Manchester 019D","Manchester",13536,5,9798,3,6171,2,21165,7,18407,6,22157,7,7477,3,30973,10,2606,1,17196,6,30205,9,3099,1,21.494,0.231,0.121,11.615,0.627,0.46,28.782,17.414,0.453,0.352,-0.133,0.186,15.56,4.691,-0.757,1.051,0.274656679151061,0.208029197080292,0.136377624695216,0.526561232765612,0.532596685082873,0.444517365848604,0.212272596376567,0.462155108128262,0.283246977547496,0.19490103991949,0.697010503635874
"E01005215","E08000003","Manchester 034C","Manchester",6590,2,8288,3,11119,4,15094,5,23713,8,8857,3,6478,2,27185,9,2628,1,10604,4,8883,3,12584,4,33.89,0.371,0.203,18.975,0.6,1.125,30.177,27.583,0.493,0.236,-0.482,0.299,22.016,4.677,0.403,0.173,0.449438202247191,0.357664233576642,0.223492649669768,0.521086780210868,0.679558011049724,0.468610213985941,0.33959358449461,0.397091722595078,0.478411053540587,0.584032203958403,0.460544034473472
"E01005216","E08000003","Manchester 034D","Manchester",11786,4,16971,6,15431,5,24701,8,22220,7,25134,8,13422,4,29720,9,4900,2,831,1,1480,1,4011,2,23.98,0.206,0.11,8.073,0.476,0.552,22.796,60.421,0.297,0.167,-0.377,0.167,18.158,3.419,1.132,0.903,0.243445692883895,0.187956204379562,0.0944535189262126,0.495944849959448,0.55292817679558,0.341134004594048,0.750741839762611,0.416666666666667,0.250431778929188,0.828581013082858,0.657150552114193
"E01005217","E08000003","Manchester 034E","Manchester",15420,5,16586,5,13880,5,23681,8,27527,9,18627,6,18854,6,28529,9,7511,3,6941,3,6666,2,8082,3,19.095,0.233,0.121,9.03,0.247,0.179,18.682,34.88,0.304,0.191,-0.789,0.211,20.159,2.29,0.567,0.486,0.277153558052434,0.208029197080292,0.105780839429018,0.449513381995134,0.470497237569061,0.270081691162501,0.430955689942281,0.339858314690529,0.326424870466321,0.639047299563905,0.544842445461891
"E01005218","E08000003","Manchester 034F","Manchester",6811,3,5257,2,4589,2,17954,6,22808,7,12939,4,8755,3,29636,9,3206,1,3697,2,5490,2,3069,1,33.334,0.344,0.183,15.229,0.909,0.85,27.215,43.913,0.582,0.405,-0.419,0.257,18.328,4.328,0.668,1.058,0.415730337078652,0.321167883211679,0.179153942665057,0.583738848337388,0.61878453038674,0.417453929983938,0.544053387421903,0.408836689038031,0.40587219343696,0.672928547467293,0.698895771613251
"E01005219","E08000003","Manchester 031A","Manchester",3275,1,8215,3,4102,2,13955,5,16366,5,11172,4,8274,3,31104,10,2859,1,283,1,911,1,2599,1,45.445,0.402,0.228,20.589,1.293,1.226,27.817,68.707,0.495,0.424,0.005,0.274,15.261,4.537,1.254,1.145,0.488139825218477,0.403284671532847,0.24259640650522,0.661597729115977,0.701878453038674,0.427850987029585,0.854486722007287,0.487882177479493,0.435233160621762,0.869506876886951,0.722326959332076
"E01005220","E08000003","Manchester 031B","Manchester",4876,2,8228,3,4047,2,10487,4,12269,4,8584,3,9957,3,30645,10,3508,2,730,1,629,1,13691,5,38.965,0.426,0.191,26.701,0.801,0.64,25.921,61.871,0.495,0.426,0.292,0.302,16.356,4.139,1.341,0.105,0.518102372034956,0.335766423357664,0.314939753331913,0.56184103811841,0.572375690607735,0.395105438593461,0.768896568130313,0.541387024608501,0.483592400690846,0.898691714189869,0.44223000269324
"E01005221","E08000003","Manchester 031C","Manchester",5092,2,6165,2,4495,2,11537,4,18831,6,6648,2,8537,3,31212,10,2948,1,347,1,791,1,4008,2,38.199,0.398,0.162,24.691,0.537,1.131,27.471,67.576,0.553,0.408,-0.16,0.327,14.982,4.484,1.29,0.903,0.48314606741573,0.282846715328467,0.291148829391852,0.508313057583131,0.680883977900552,0.42187526985717,0.840326033880479,0.457121551081283,0.526770293609672,0.881583361288158,0.657150552114193
"E01005222","E08000003","Manchester 031D","Manchester",3068,1,2484,1,2127,1,11734,4,15158,5,8608,3,8346,3,29965,9,3010,1,3181,1,2926,1,9695,3,46.426,0.516,0.255,24.315,1.293,0.765,27.725,45.711,0.693,0.523,0.086,0.301,17.684,4.446,0.916,0.363,0.630461922596754,0.452554744525547,0.286698387898587,0.661597729115977,0.6,0.426262068012642,0.566565250597854,0.502982848620433,0.481865284974093,0.756122106675612,0.511715593859413
"E01005223","E08000003","Manchester 007A","Manchester",3390,2,4744,2,10054,3,9281,3,12410,4,6709,2,3634,2,26219,8,1549,1,12218,4,7665,3,26731,8,44.864,0.439,0.253,29.252,1.296,1.232,35.567,24.763,0.6,0.257,0.28,0.326,23.223,5.498,0.492,-0.616,0.534332084893883,0.448905109489051,0.345134105058826,0.66220600162206,0.703204419889503,0.561700143348129,0.30428576794501,0.539149888143177,0.525043177892919,0.613887957061389,0.248047401023431
"E01005224","E08000003","Manchester 007B","Manchester",2299,1,3037,1,6943,3,8542,3,19199,6,3587,2,533,1,26442,8,229,1,8569,3,5525,2,20496,7,50.407,0.499,0.246,30.974,0.955,1.597,47.987,31.496,0.666,0.33,-0.183,0.376,22.952,7.501,0.665,-0.261,0.609238451935081,0.436131386861314,0.365516180195535,0.593065693430657,0.783867403314917,0.776204210635395,0.388586310082761,0.452833706189411,0.61139896373057,0.671922173767192,0.343657419876111
"E01005225","E08000003","Manchester 007C","Manchester",1738,1,1550,1,8615,3,5433,2,11699,4,2484,1,2523,1,25077,8,1141,1,9035,3,6822,3,14944,5,53.929,0.527,0.309,40.185,1.215,1.198,38.709,30.455,0.745,0.288,0.334,0.4,24.59,5.89,0.556,0.035,0.644194756554307,0.551094890510949,0.474540160499965,0.645782643957826,0.695690607734807,0.615965181948498,0.375552467164983,0.549217002237137,0.652849740932643,0.635357262663536,0.423377322919472
"E01005226","E08000003","Manchester 007D","Manchester",1205,1,1321,1,8439,3,6640,2,13192,4,3252,1,1740,1,27492,9,701,1,1640,1,1142,1,19066,6,58.087,0.589,0.262,36.17,1.209,1.496,41.416,53.342,0.761,0.292,0.225,0.382,21.592,6.424,1.2,-0.183,0.721598002496879,0.465328467153285,0.427017494022678,0.644566098945661,0.761546961325967,0.66271739693615,0.662109203821257,0.52889634601044,0.621761658031088,0.851392150285139,0.364664691624024
"E01005227","E08000003","Manchester 009D","Manchester",590,1,1040,1,4642,2,6147,2,9118,3,4189,2,1578,1,26149,8,690,1,7330,3,4272,2,24686,8,65.026,0.636,0.334,37.653,1.568,1.633,42.094,34.033,0.783,0.403,0.538,0.364,23.297,6.445,0.778,-0.49,0.780274656679151,0.596715328467153,0.444570698103828,0.71735604217356,0.79182320441989,0.674427039256662,0.420350824475078,0.587248322147651,0.590673575129534,0.709828916470983,0.281982224616213
"E01005228","E08000003","Manchester 009E","Manchester",764,1,2419,1,2200,1,4065,2,6014,2,2903,1,2463,1,24143,8,1175,1,19996,6,22518,7,10990,4,62.564,0.587,0.339,45.909,1.665,1.79,38.893,13.976,0.696,0.518,0.831,0.39,25.591,5.848,-0.318,0.273,0.719101123595505,0.605839416058394,0.542291030466586,0.737023519870235,0.826519337016575,0.619143019982384,0.169227109391629,0.641871737509321,0.635578583765112,0.342167058034217,0.487476434150283
"E01005229","E08000003","Manchester 007E","Manchester",13009,4,8471,3,24556,8,15374,5,18321,6,11963,4,15580,5,25109,8,6889,3,10658,4,6132,2,29435,9,22.181,0.244,0.141,18.566,0.551,0.143,21.064,27.483,0.487,0.082,-0.126,0.266,24.556,2.524,0.613,-0.811,0.290886392009988,0.244525547445255,0.218651610917785,0.511151662611517,0.462541436464088,0.311220877014214,0.338341534262355,0.463460104399702,0.421416234887738,0.654478362965448,0.195529221653649
"E01005230","E08000003","Manchester 022B","Manchester",3042,1,3402,2,977,1,10640,4,16119,5,6672,2,2785,1,30775,10,942,1,6603,2,5817,2,9746,3,46.572,0.441,0.222,26.396,1.765,1.063,37.937,35.697,0.65,0.617,0.022,0.326,16.035,6.126,0.64,0.359,0.536828963795256,0.392335766423358,0.311329687758919,0.757299270072993,0.66585635359116,0.602632078893283,0.441184940339806,0.491051454138702,0.525043177892919,0.663535726266354,0.51063829787234
"E01005231","E08000003","Manchester 022C","Manchester",13522,5,7952,3,1974,1,18710,6,16497,5,19455,6,5011,2,30928,10,1733,1,6631,2,6193,2,8516,3,21.517,0.13,0.071,14.308,1.09,0.443,32.68,35.646,0.502,0.532,-0.004,0.205,15.69,5.34,0.608,0.447,0.14856429463171,0.116788321167883,0.168252728262671,0.620437956204379,0.528839779005525,0.511839173762111,0.440546394721356,0.4862043251305,0.316062176165803,0.65280107346528,0.534338809587934
"E01005232","E08000003","Manchester 020C","Manchester",3329,1,6162,2,2584,1,6357,2,16275,5,2358,1,4399,2,29626,9,1607,1,9706,3,16072,5,2265,1,45.109,0.457,0.236,37.013,1.127,1.319,33.854,29.223,0.553,0.495,0.012,0.404,18.342,5.448,-0.016,1.225,0.556803995006242,0.417883211678832,0.436995478540823,0.6279399837794,0.722430939226519,0.53211516208701,0.360127208303597,0.489187173750932,0.659758203799655,0.443475343844348,0.743872879073525
"E01005233","E08000003","Manchester 063B","Manchester",1013,1,2033,1,1011,1,2982,1,15828,5,384,1,988,1,31081,10,297,1,173,1,310,1,7693,3,59.837,0.62,0.243,51.37,1.045,0.601,45.045,71.379,0.717,0.614,0.041,0.508,15.304,7.236,1.505,0.52,0.760299625468165,0.430656934306569,0.606928958644036,0.611313868613139,0.563756906077348,0.725393343810988,0.887941504213149,0.494593586875466,0.839378238341969,0.953706809795371,0.553999461352006
"E01005234","E08000003","Manchester 063A","Manchester",784,1,490,1,181,1,2869,1,18798,6,222,1,1888,1,31481,10,609,1,178,1,894,1,1714,1,62.353,0.672,0.233,51.955,1.093,1.101,40.847,71.285,0.854,0.797,-0.158,0.532,14.303,6.593,1.259,1.374,0.82521847690387,0.412408759124088,0.613853182775845,0.621046228710462,0.674254143646409,0.652890278233537,0.886764576994829,0.457494407158837,0.880829015544042,0.871184166387118,0.784002154591974
"E01005235","E08000003","Manchester 020D","Manchester",739,1,889,1,833,1,3535,2,13756,5,786,1,2568,1,29773,9,909,1,11576,4,14986,5,4684,2,62.828,0.692,0.303,48.374,1.485,1.308,38.59,25.912,0.799,0.635,0.184,0.467,18.06,6.172,0.037,0.819,0.850187265917603,0.54014598540146,0.571467462064721,0.700527169505272,0.72,0.613909949741801,0.318671825113624,0.521252796420582,0.768566493955095,0.461254612546125,0.634527336385672
"E01005236","E08000003","Manchester 022D","Manchester",2740,1,986,1,669,1,7602,3,20226,6,2644,1,4114,2,31390,10,1388,1,1333,1,1466,1,8532,3,47.907,0.52,0.22,33.454,1.017,0.949,34.499,55.703,0.788,0.659,-0.253,0.396,14.558,5.648,1.135,0.445,0.635455680399501,0.388686131386861,0.394870156002178,0.605636658556367,0.640662983425414,0.543254866064489,0.691670109804805,0.439783743475019,0.64594127806563,0.829587386782959,0.533800161594398
"E01005237","E08000003","Manchester 022E","Manchester",1794,1,2425,1,540,1,4652,2,16553,5,1149,1,2857,1,31260,10,946,1,353,1,681,1,5181,2,53.508,0.564,0.243,43.326,1.057,0.519,37.726,67.467,0.696,0.684,-0.008,0.445,14.877,6.125,1.328,0.761,0.690387016229713,0.430656934306569,0.511717917761523,0.61374695863747,0.545635359116022,0.598987927669643,0.838961299127321,0.485458612975392,0.730569948186529,0.894330761489433,0.618906544573121
"E01005238","E08000003","Manchester 063D","Manchester",1747,1,583,1,615,1,3845,2,15135,5,819,1,3431,2,30334,9,1203,1,132,1,550,1,2845,1,53.855,0.614,0.227,47.002,0.815,0.274,36.113,73.17,0.839,0.67,0.088,0.465,17.027,5.82,1.372,1.098,0.752808988764045,0.401459854014598,0.55522808512653,0.564679643146796,0.491491712707182,0.571130032296506,0.910365723872842,0.503355704697987,0.765112262521589,0.909090909090909,0.709668731483975
"E01005239","E08000003","Manchester 020E","Manchester",611,1,954,1,383,1,6487,2,22070,7,1712,1,1084,1,30521,10,344,1,13262,4,19570,6,3853,2,64.636,0.683,0.324,36.607,1.669,1.354,44.541,22.944,0.792,0.72,-0.368,0.422,16.649,7.126,-0.18,0.929,0.838951310861423,0.578467153284671,0.432189948630542,0.737834549878346,0.730165745856354,0.716688830935562,0.281510974220286,0.41834451901566,0.690846286701209,0.388460248238846,0.664152976030164
"E01005243","E08000003","Manchester 024B","Manchester",3008,1,3092,1,464,1,9571,3,12937,4,6806,3,2895,1,29980,9,1023,1,17715,6,25395,8,5358,2,46.706,0.54,0.261,28.635,1.227,0.819,37.579,16.757,0.663,0.702,0.244,0.325,17.648,6.033,-0.455,0.744,0.660424469413233,0.463503649635036,0.337831119948867,0.648215733982157,0.611933701657459,0.596449111414311,0.204046626350649,0.532438478747204,0.523316062176166,0.296209325729621,0.614328036628063
"E01005244","E08000003","Manchester 025C","Manchester",7163,3,2756,1,2070,1,7445,3,9918,3,5485,2,4075,2,32100,10,1335,1,5200,2,7641,3,2918,1,32.501,0.291,0.13,33.891,0.889,0.841,34.583,39.234,0.679,0.526,0.471,0.344,12.058,5.694,0.494,1.083,0.34956304619226,0.224452554744526,0.400042610610042,0.579683698296837,0.616795580110497,0.544705618210394,0.485469957054677,0.57475764354959,0.556131260794473,0.614558872861456,0.705628871532454
"E01005245","E08000003","Manchester 024C","Manchester",2647,1,2823,1,414,1,6039,2,14049,5,2516,1,1762,1,30901,10,585,1,14439,5,19518,6,5087,2,48.429,0.555,0.247,38.025,1.176,0.712,41.323,21.243,0.676,0.713,0.165,0.399,15.76,6.648,-0.178,0.771,0.679151061173533,0.437956204379562,0.448973794474824,0.637875101378751,0.588287292817679,0.661111207060327,0.260213599769623,0.517710663683818,0.651122625215889,0.389131164038913,0.621599784540803
"E01005246","E08000003","Manchester 024D","Manchester",1034,1,1337,1,387,1,3254,1,18539,6,364,1,1703,1,31259,10,555,1,4675,2,5483,2,5144,2,59.597,0.671,0.303,49.88,1.037,0.504,41.534,40.727,0.759,0.72,-0.14,0.51,14.884,6.694,0.669,0.765,0.823970037453184,0.54014598540146,0.589292900598916,0.609691808596918,0.54232044198895,0.664755358283967,0.504163067022249,0.460850111856823,0.842832469775475,0.673264005367326,0.619983840560194
"E01005247","E08000003","Manchester 005A","Manchester",10745,4,7772,3,21242,7,11541,4,9300,3,13594,5,29810,9,26411,8,17259,6,5892,2,4167,2,15632,5,25.562,0.251,0.159,24.683,0.736,0.493,10.354,37.478,0.507,0.106,0.523,0.251,22.999,-0.316,0.79,-0.004,0.299625468164794,0.277372262773723,0.291054139147314,0.548661800486618,0.539889502762431,0.126249978411426,0.463483954976274,0.584451901565996,0.395509499136442,0.713854411271385,0.412873687045516
"E01005248","E08000003","Manchester 005B","Manchester",14951,5,15310,5,24091,8,9873,3,9597,3,9766,3,18006,6,21625,7,9452,3,19786,6,15858,5,24169,8,19.689,0.17,0.145,28,0.539,-0.176,19.301,14.2,0.329,0.085,0.499,0.289,28.268,1.637,-0.007,-0.461,0.198501872659176,0.251824817518248,0.330315081788699,0.508718572587186,0.392044198895028,0.280772352809105,0.172031701911881,0.579977628635347,0.461139896373057,0.44649446494465,0.289792620522488
"E01005249","E08000003","Manchester 005C","Manchester",8235,3,12687,4,11618,4,11482,4,13344,4,9378,3,7338,3,23963,8,3428,2,23768,8,25989,8,14198,5,30.087,0.29,0.187,24.798,0.907,0.891,28.939,10.002,0.384,0.227,0.214,0.293,25.813,4.181,-0.485,0.076,0.348314606741573,0.328467153284672,0.292415311412542,0.583333333333333,0.627845303867403,0.447228890692734,0.119470633161802,0.526845637583893,0.468048359240069,0.286145588728615,0.434419606786965
"E01005250","E08000003","Manchester 005D","Manchester",5259,2,6649,2,8966,3,6784,3,12394,4,3621,2,6442,2,23886,8,3025,1,22690,7,24294,8,14140,5,37.591,0.408,0.222,35.769,0.888,1.014,30.24,11.097,0.539,0.28,0.281,0.375,25.914,4.437,-0.402,0.079,0.495630461922597,0.392335766423358,0.422271145515233,0.579480940794809,0.655027624309392,0.46969827809537,0.133180583204998,0.539336316181954,0.609671848013817,0.313988594431399,0.435227578777269
"E01005251","E08000003","Manchester 003D","Manchester",3957,2,3471,2,6846,3,7846,3,12658,4,4702,2,11633,4,22336,7,5737,2,16479,5,15961,5,12764,4,42.451,0.459,0.242,32.821,1.367,1.125,24.351,18.395,0.648,0.333,0.263,0.356,27.535,3.007,-0.012,0.161,0.559300873907616,0.428832116788321,0.387377790403144,0.676601784266018,0.679558011049724,0.367990190152156,0.224555209154991,0.535980611483967,0.57685664939551,0.444817175444482,0.457312146512254
"E01005252","E08000003","Manchester 003E","Manchester",2860,1,2755,1,5498,2,5581,2,7871,3,4032,2,10489,4,24115,8,4804,2,14330,5,16404,5,7588,3,47.413,0.475,0.289,39.657,1.32,1.218,25.369,21.398,0.68,0.373,0.647,0.368,25.629,3.47,-0.032,0.53,0.579275905118602,0.514598540145985,0.468290604360486,0.667072181670722,0.700110497237569,0.385571924491805,0.262154277629618,0.607568978374348,0.597582037996546,0.438108017443811,0.556692701319688
"E01005253","E08000003","Manchester 005E","Manchester",3987,2,7986,3,4570,2,4585,2,9285,3,2263,1,16121,5,23761,8,7564,3,19038,6,19542,6,13018,4,42.333,0.446,0.264,43.638,1.142,1.04,20.674,15.084,0.501,0.405,0.524,0.406,26.044,2.268,-0.179,0.144,0.543071161048689,0.468978102189781,0.515410837298487,0.630981346309813,0.660773480662983,0.304485242051087,0.183099825965018,0.584638329604773,0.663212435233161,0.38879570613888,0.452733638567196
"E01005254","E08000003","Manchester 005F","Manchester",12409,4,16764,5,15738,5,16547,5,18649,6,13524,5,25514,8,24176,8,13614,5,9056,3,6195,2,18658,6,23.042,0.201,0.146,17.003,0.887,0.6,14.005,30.417,0.3,0.163,-0.147,0.251,25.555,0.507,0.608,-0.165,0.237203495630462,0.253649635036496,0.20015150439126,0.579278183292782,0.56353591160221,0.18930588418162,0.375076688076726,0.459545115585384,0.395509499136442,0.65280107346528,0.36951252356585
"E01005255","E08000003","Manchester 012D","Manchester",258,1,3004,1,1082,1,2450,1,5208,2,1405,1,1361,1,19728,6,925,1,14366,5,14170,5,10838,4,70.772,0.6,0.39,54.275,1.746,2.1,43.102,21.344,0.667,0.605,0.922,0.434,30.079,6.15,0.081,0.284,0.735330836454432,0.698905109489051,0.641313353691736,0.753446877534469,0.895027624309392,0.691836065007513,0.261478170504201,0.658836689038031,0.711571675302245,0.476014760147602,0.490438998114732
"E01005256","E08000003","Manchester 011A","Manchester",2254,1,2465,1,6028,2,6339,2,9818,3,4101,2,3153,1,26231,8,1336,1,17591,6,25861,8,4998,2,50.668,0.5,0.273,37.061,1.203,1.778,36.864,16.912,0.694,0.356,0.478,0.366,23.21,5.694,-0.478,0.781,0.610486891385768,0.485401459854015,0.437563620008049,0.643349553933495,0.823867403314917,0.584100447315245,0.205987304210645,0.576062639821029,0.59412780656304,0.288493794028849,0.624293024508484
"E01005257","E08000003","Manchester 011B","Manchester",502,1,1773,1,2234,1,2923,1,4256,2,2347,1,1312,1,21411,7,795,1,9136,3,11779,4,4264,2,66.221,0.621,0.349,51.656,1.713,1.193,43.33,30.253,0.731,0.515,1.036,0.404,28.461,6.309,0.213,0.87,0.761548064918851,0.624087591240876,0.610314134886253,0.746755879967559,0.694585635359116,0.69577382083211,0.373023325695827,0.680089485458613,0.659758203799655,0.52029520295203,0.648262860220846
"E01005258","E08000003","Manchester 011C","Manchester",1837,1,7435,3,8242,3,4067,2,5040,2,3499,2,4504,2,24586,8,2069,1,6366,2,4988,2,12609,4,53.241,0.415,0.288,45.904,1.88,1.304,33.625,36.276,0.516,0.297,0.942,0.377,25.136,5.072,0.713,0.17,0.504369538077403,0.512773722627737,0.54223184906375,0.780616382806164,0.719116022099447,0.528160135403534,0.448434311184565,0.662565249813572,0.613126079447323,0.688024152968802,0.459736062483167
"E01005259","E08000003","Manchester 011D","Manchester",103,1,668,1,2489,1,1169,1,3031,1,916,1,2015,1,25783,8,889,1,8359,3,8480,3,7274,3,76.601,0.672,0.394,63.41,1.992,1.815,40.39,31.907,0.826,0.499,1.213,0.459,23.753,6.204,0.431,0.555,0.82521847690387,0.706204379562044,0.749437776673058,0.803325223033252,0.832044198895027,0.644997495725462,0.39373223653733,0.713087248322148,0.754749568221071,0.593425025159343,0.56342580123889
"E01005260","E08000003","Manchester 011E","Manchester",5860,2,15780,5,15302,5,9534,3,9431,3,9292,3,8847,3,19452,6,5124,2,2911,1,2778,1,9072,3,35.842,0.245,0.19,28.739,1.582,0.47,27.11,46.872,0.319,0.169,0.512,0.294,30.368,3.307,0.935,0.404,0.292134831460674,0.333941605839416,0.339062093127856,0.720194647201946,0.534806629834254,0.415640489801558,0.581101553794338,0.582401193139448,0.469775474956822,0.76249580677625,0.522757877726905
"E01005261","E08000003","Manchester 012E","Manchester",624,1,1906,1,823,1,3669,2,9505,3,1409,1,3688,2,24191,8,1736,1,16172,5,15962,5,12009,4,64.448,0.597,0.349,47.745,1.956,1.547,35.445,18.8,0.724,0.637,0.506,0.433,25.543,5.336,-0.012,0.21,0.731585518102372,0.624087591240876,0.564022441587955,0.796025952960259,0.772817679558011,0.559593098564792,0.229626012595625,0.581282624906786,0.709844559585492,0.444817175444482,0.470509022353892
"E01005262","E08000003","Manchester 044B","Manchester",6486,2,7254,3,6764,3,13207,4,11297,4,14613,5,18180,6,23333,7,8845,3,26042,8,25970,8,19288,6,34.141,0.36,0.207,21.732,1.289,1.276,19.172,7.955,0.521,0.336,0.363,0.242,26.503,1.824,-0.484,-0.196,0.435705368289638,0.364963503649635,0.256125275193523,0.660786699107867,0.71292817679558,0.278544412013609,0.0938411649075361,0.55462341536167,0.379965457685665,0.286481046628648,0.361163479666038
"E01005263","E08000003","Manchester 046A","Manchester",6223,2,14776,5,3879,2,12068,4,11909,4,11646,4,11271,4,21503,7,5809,2,13605,5,19335,6,4303,2,34.85,0.324,0.221,23.672,1.49,0.531,24.646,22.446,0.339,0.433,0.32,0.269,28.387,2.974,-0.17,0.864,0.390761548064919,0.390510948905109,0.279087659493881,0.70154095701541,0.54828729281768,0.373085093521701,0.275275764063654,0.546607009694258,0.426597582037997,0.391814827239182,0.646646916240237
"E01005264","E08000003","Manchester 044C","Manchester",4189,2,5624,2,7334,3,6545,2,6720,2,6423,2,17265,6,18718,6,10449,4,19357,6,27052,9,6334,2,41.578,0.423,0.256,36.446,1.58,0.832,19.822,14.683,0.57,0.32,0.756,0.33,31.05,1.336,-0.54,0.642,0.514357053682896,0.454379562043796,0.430284307459224,0.719789132197891,0.614806629834254,0.289770470285487,0.178079104533674,0.627889634601044,0.531951640759931,0.26769540422677,0.586856988957716
"E01005265","E08000003","Manchester 044D","Manchester",4198,2,7155,3,5587,2,4891,2,4067,2,6098,2,19562,6,23277,7,9685,3,18592,6,16900,6,16842,5,41.56,0.433,0.286,42.326,1.166,0.699,18.203,15.641,0.524,0.37,1.064,0.335,26.56,1.557,-0.055,-0.069,0.526841448189763,0.509124087591241,0.499881637194328,0.635847526358475,0.585414364640884,0.261808949759071,0.19007374575868,0.68530947054437,0.540587219343696,0.430392485743039,0.395367627255588
