"LSOA2021","LAD2024","LSOA_NAME_2021","LAD_NAME_2024","IMD_RANK","IMD_DECILE","IDACI_RANK","IDACI_DECILE","IDAOPI_RANK","IDAOPI_DECILE","EST_RANK","EST_DECILE","CYP_RANK","CYP_DECILE","ADS_RANK","ADS_DECILE","BHS_RANK","BHS_DECILE","GEO_RANK","GEO_DECILE","WID_RANK","WID_DECILE","LIV_RANK","LIV_DECILE","IND_RANK","IND_DECILE","OUT_RANK","OUT_DECILE","IMD","INC","EMP","EST","HDD","CRM","BHS","LIV","IDACI","IDAOPI","CYP","ADS","GEO","WID","IND","OUT","INCN","EMPN","ESTN","HDDN","CRMN","BHSN","LIVN","CYPN","ADSN","INDN","OUTN"
"E01005561","E08000005","Rochdale 014D","Rochdale",12144,4,16108,5,15442,5,16745,5,13234,4,19549,6,7583,3,10012,3,8804,3,6112,2,4656,2,13335,4,23.477,0.189,0.108,16.715,0.524,0.854,28.672,36.919,0.313,0.167,0.222,0.204,40.632,1.835,0.743,0.126,0.222222222222222,0.184306569343066,0.196742655587908,0.505677210056772,0.619668508287293,0.442617571371824,0.456484994177966,0.528337061894109,0.31433506044905,0.698087889969809,0.44788580662537
"E01005562","E08000005","Rochdale 014E","Rochdale",9437,3,12068,4,11021,4,9751,3,5666,2,16008,5,15262,5,16253,5,10533,4,6695,2,6805,3,7008,3,27.759,0.268,0.171,28.227,0.571,0.55,21.317,35.497,0.398,0.238,0.869,0.23,33.469,1.316,0.558,0.581,0.320848938826467,0.299270072992701,0.333001917477452,0.515206812652068,0.552486187845304,0.315590404310806,0.438680839875296,0.648956002982849,0.359240069084629,0.636028178463603,0.570428225154861
"E01005563","E08000005","Rochdale 012B","Rochdale",2611,1,2325,1,3018,1,5286,2,10624,4,2594,1,14922,5,26476,8,6199,2,7153,3,5898,2,11516,4,48.615,0.583,0.262,40.827,1.037,1,21.601,34.385,0.7,0.471,0.415,0.397,22.926,2.8,0.634,0.24,0.714107365792759,0.465328467153285,0.482139052624103,0.609691808596918,0.651933701657459,0.320495328232673,0.424758041292617,0.564317673378076,0.647668393782384,0.661522978866152,0.478588742256935
"E01005564","E08000005","Rochdale 015E","Rochdale",1410,1,1017,1,1123,1,1852,1,6157,2,681,1,6908,3,28856,9,2625,1,6287,2,5583,2,9489,3,56.408,0.614,0.286,58.214,1.057,1.061,29.513,36.487,0.785,0.601,0.815,0.476,19.643,4.68,0.66,0.377,0.752808988764045,0.509124087591241,0.687936462845915,0.61374695863747,0.665414364640884,0.457142363689746,0.451076137174623,0.638888888888889,0.784110535405872,0.670244884267025,0.515486129814166
"E01005565","E08000005","Rochdale 012C","Rochdale",3084,1,3242,1,4214,2,2800,1,6381,2,1365,1,11583,4,18038,6,7150,3,23859,8,26402,8,13869,5,46.337,0.505,0.28,52.357,1.082,0.951,24.387,9.909,0.657,0.419,0.791,0.435,31.698,2.429,-0.506,0.093,0.616729088639201,0.498175182481752,0.618611367563857,0.618815896188159,0.641104972375691,0.368611941071829,0.118306226445805,0.63441461595824,0.713298791018998,0.27910097282791,0.438998114732023
"E01005566","E08000005","Rochdale 012D","Rochdale",3994,2,4780,2,5730,2,5702,2,7929,3,4186,2,7447,3,21307,7,3949,2,9577,3,12098,4,4546,2,42.321,0.457,0.223,39.188,0.795,1.364,28.812,29.437,0.598,0.365,0.642,0.365,28.564,3.894,0.193,0.836,0.556803995006242,0.394160583941606,0.462739388774472,0.560624493106245,0.732375690607735,0.445035491614998,0.362806595800624,0.606636838180462,0.592400690846287,0.513586044951359,0.63910584433073
"E01005567","E08000005","Rochdale 013D","Rochdale",14080,5,18941,6,10865,4,14055,5,12564,4,14781,5,11810,4,19533,6,6705,2,22397,7,18512,6,25597,8,20.8,0.214,0.146,20.426,0.567,0.016,24.187,11.382,0.262,0.241,0.27,0.24,30.279,2.598,-0.132,-0.544,0.253433208489388,0.253649635036496,0.240667092772767,0.514395782643958,0.434475138121547,0.365157769295867,0.136748926366926,0.537285607755406,0.376511226252159,0.404562227440456,0.267438728790735
"E01005568","E08000005","Rochdale 012E","Rochdale",242,1,738,1,543,1,808,1,4556,2,249,1,9754,3,26422,8,4041,2,16707,5,14625,5,16384,5,71.224,0.694,0.379,66.999,1.712,1.78,26.144,18.091,0.817,0.683,0.997,0.528,22.982,3.851,0.057,-0.047,0.852684144818976,0.678832116788321,0.79191818762872,0.746553122465531,0.824309392265193,0.398956840123659,0.220748976448935,0.672818791946309,0.873920552677029,0.467963770546796,0.401292755184487
"E01005569","E08000005","Rochdale 012F","Rochdale",3304,1,4770,2,6053,2,3559,2,7629,3,1742,1,14425,5,24040,8,6607,2,19649,6,23077,7,9800,3,45.267,0.495,0.274,48.245,0.921,1.234,22.006,14.347,0.599,0.356,0.669,0.421,25.723,2.643,-0.344,0.355,0.604244694132335,0.487226277372263,0.569940581871553,0.586171938361719,0.703646408839779,0.327490026078997,0.173872215753296,0.611670395227442,0.689119170984456,0.333445152633345,0.509561001885268
"E01005570","E08000005","Rochdale 007A","Rochdale",21047,7,21884,7,25019,8,25801,8,24734,8,24564,8,6482,2,6287,2,12167,4,15236,5,9670,3,31508,10,13.381,0.121,0.08,7.122,-0.061,0.08,30.172,20.087,0.216,0.079,-0.557,0.17,47.717,0.863,0.35,-1.033,0.137328339575531,0.133211678832117,0.0831972161068106,0.387064071370641,0.448618784530387,0.468523859691542,0.245739899084751,0.383109619686801,0.255613126079447,0.566252935256625,0.135739294371128
"E01005571","E08000005","Rochdale 006D","Rochdale",23559,7,27897,9,28934,9,27785,9,23575,7,30009,9,4368,2,3474,2,15223,5,14669,5,9365,3,30064,9,11.185,0.078,0.064,5.399,-0.308,-0.114,33.902,20.899,0.136,0.056,-0.473,0.129,58.515,0.135,0.37,-0.868,0.083645443196005,0.104014598540146,0.0628033046895344,0.33698296836983,0.405745856353591,0.532944163313242,0.255906546970664,0.398769574944072,0.184801381692573,0.572962093257296,0.180177753837867
"E01005572","E08000005","Rochdale 007B","Rochdale",26914,8,22894,7,29971,9,24072,8,19806,6,26763,8,9952,3,9691,3,11670,4,24625,8,21523,7,24867,8,8.44,0.109,0.063,8.658,-0.547,-0.661,25.926,9.205,0.201,0.05,-0.223,0.155,41.098,0.999,-0.271,-0.5,0.122347066167291,0.102189781021898,0.101377743058021,0.288523925385239,0.284861878453039,0.39519179288786,0.109491792810728,0.44537658463833,0.229706390328152,0.357933579335793,0.279288984648532
"E01005573","E08000005","Rochdale 007C","Rochdale",27477,9,28658,9,26591,8,29802,9,30836,10,26741,8,6417,2,7005,3,10841,4,32387,10,31627,10,28020,9,7.99,0.087,0.054,3.667,-0.05,-0.856,30.283,2.302,0.125,0.069,-1.173,0.156,45.859,1.23,-0.905,-0.704,0.0948813982521848,0.0857664233576642,0.0423028667471534,0.389294403892944,0.241767955801105,0.470440925027202,0.023062765278143,0.268269947800149,0.231433506044905,0.145253270714525,0.224346889307837
"E01005574","E08000005","Rochdale 007D","Rochdale",25927,8,27343,9,30765,10,26746,8,29277,9,22338,7,11359,4,10004,3,12781,4,23263,7,26240,8,12908,4,9.236,0.087,0.075,6.287,-0.284,-0.092,24.567,10.486,0.143,0.045,-0.967,0.185,40.643,0.704,-0.498,0.151,0.0948813982521848,0.124087591240876,0.0733139218332031,0.341849148418491,0.41060773480663,0.371720695670196,0.125530556285918,0.306674123788218,0.281519861830743,0.281784636028178,0.454618906544573
"E01005575","E08000005","Rochdale 011B","Rochdale",22588,7,24001,8,28406,9,25884,8,25427,8,24053,8,7344,3,8327,3,10334,4,20226,6,19101,6,16904,6,12.006,0.092,0.096,7.048,-0.331,0.102,28.933,13.693,0.187,0.059,-0.61,0.174,43.233,1.367,-0.159,-0.072,0.101123595505618,0.162408759124088,0.0823213313448382,0.332319545823195,0.453480662983425,0.447125265539455,0.165683807234346,0.373228933631618,0.262521588946459,0.39550486413955,0.394559655265284
"E01005576","E08000005","Rochdale 011C","Rochdale",29671,9,31995,10,29198,9,30431,10,32172,10,26883,8,6605,2,7410,3,10563,4,30657,10,30541,10,23827,8,6.068,0.055,0.048,3.126,-0.55,-0.841,29.961,3.956,0.071,0.055,-1.431,0.155,45.038,1.309,-0.788,-0.439,0.0549313358302122,0.0748175182481752,0.0358994389603011,0.287915652879156,0.245082872928177,0.464879708467902,0.0437716761196459,0.220171513795675,0.229706390328152,0.18450184501845,0.295717748451387
"E01005577","E08000005","Rochdale 011D","Rochdale",26889,8,31763,10,31070,10,26533,8,27237,9,23614,7,14531,5,10646,4,15239,5,19121,6,17094,6,18074,6,8.456,0.062,0.07,6.478,-0.468,0.148,21.92,14.987,0.076,0.043,-0.763,0.176,39.738,0.133,-0.065,-0.133,0.0636704119850187,0.114963503649635,0.0755746514215373,0.304541768045418,0.463646408839779,0.326004732215333,0.18188533723973,0.344705443698732,0.265975820379965,0.427037906742704,0.378130891462429
"E01005578","E08000005","Rochdale 004A","Rochdale",1256,1,2412,1,2544,1,1837,1,6638,2,597,1,5961,2,19016,6,3605,2,10394,4,12339,4,5446,2,57.615,0.566,0.299,58.299,1.614,1.071,31.03,27.986,0.697,0.496,0.765,0.484,30.765,4.077,0.18,0.733,0.692883895131086,0.532846715328467,0.688942546694127,0.726682887266829,0.667624309392265,0.483342256610421,0.344639346930599,0.629567486950037,0.797927461139896,0.509225092250922,0.611365472663614
"E01005579","E08000005","Rochdale 004B","Rochdale",939,1,801,1,251,1,855,1,4893,2,243,1,6102,2,18024,6,3899,2,15253,5,14300,5,12862,4,60.604,0.708,0.277,66.348,1.243,1.096,30.825,20.063,0.809,0.769,0.955,0.528,31.707,3.918,0.074,0.154,0.870162297128589,0.492700729927007,0.784212768979476,0.651459854014598,0.673149171270718,0.47980173054006,0.24543940702901,0.664988814317673,0.873920552677029,0.473666554847367,0.455426878534877
"E01005580","E08000005","Rochdale 008A","Rochdale",3007,1,2818,1,7561,3,2739,1,3636,2,2509,1,9744,3,24552,8,4372,2,2182,1,1822,1,12739,4,46.712,0.507,0.238,52.635,0.63,0.885,26.154,50.295,0.676,0.313,1.122,0.399,25.17,3.68,1.073,0.162,0.619225967540574,0.421532846715328,0.621901853561537,0.527169505271695,0.626519337016574,0.399129548712457,0.623959233244438,0.696122296793438,0.651122625215889,0.808788996980879,0.457581470509022
"E01005581","E08000005","Rochdale 008B","Rochdale",1084,1,3979,2,2085,1,2741,1,10130,4,699,1,9383,3,20115,6,5216,2,8651,3,9685,3,5811,2,59.046,0.572,0.311,52.61,1.766,1.343,26.544,31.318,0.628,0.525,0.456,0.474,29.716,3.263,0.349,0.696,0.700374531835206,0.554744525547445,0.621605946547357,0.75750202757502,0.727734806629834,0.405865183675584,0.386357660669346,0.571961222967934,0.780656303972366,0.565917477356592,0.601400484783194
"E01005583","E08000005","Rochdale 008D","Rochdale",1037,1,2832,1,428,1,903,1,5912,2,155,1,5408,2,27383,9,2162,1,4224,2,4816,2,5607,2,59.564,0.586,0.284,65.921,1.335,1.072,31.988,42.101,0.675,0.709,0.843,0.544,21.744,4.994,0.728,0.716,0.717852684144819,0.505474452554744,0.779158677177284,0.670113544201135,0.667845303867403,0.499887739417281,0.521366237213437,0.644108873974646,0.901554404145078,0.693056021469306,0.606786964718556
"E01005585","E08000005","Rochdale 008F","Rochdale",2785,1,2010,1,5425,2,4301,2,7643,3,2471,1,9517,3,22485,7,4688,2,9439,3,7713,3,12676,4,47.746,0.541,0.245,44.912,1.178,1.079,26.416,29.693,0.718,0.375,0.667,0.401,27.402,3.527,0.488,0.166,0.66167290886392,0.434306569343066,0.530490258741093,0.638280616382806,0.66939226519337,0.403654513738968,0.366011844395197,0.611297539149888,0.654576856649396,0.612546125461255,0.458658766496095
"E01005586","E08000005","Rochdale 004C","Rochdale",543,1,1218,1,1492,1,1022,1,1321,1,1951,1,6487,2,14070,5,5409,2,22069,7,17911,6,26223,8,65.589,0.623,0.337,64.692,1.679,1.783,30.163,11.737,0.769,0.568,1.561,0.415,35.664,3.163,-0.104,-0.582,0.764044943820225,0.602189781021898,0.764611888360202,0.739862124898621,0.824972375690608,0.468368421961624,0.141193704691432,0.777964205816555,0.678756476683938,0.413955048641396,0.257204416913547
"E01005587","E08000005","Rochdale 007E","Rochdale",29058,9,29824,9,25766,8,30038,9,32241,10,26030,8,11092,4,9239,3,13536,5,29833,9,30110,9,22034,7,6.621,0.074,0.063,3.466,-0.275,-0.794,24.803,4.711,0.109,0.074,-1.446,0.161,41.787,0.525,-0.75,-0.343,0.0786516853932584,0.102189781021898,0.0399237743531473,0.34367396593674,0.255469613259668,0.375796618365831,0.0532246553731736,0.217375093214019,0.24006908462867,0.197249245219725,0.321572852141126
"E01005588","E08000005","Rochdale 007F","Rochdale",5661,2,5023,2,10363,4,7204,3,6251,2,8171,3,11062,4,13594,5,9165,3,17023,6,12180,4,26685,8,36.396,0.33,0.226,34.617,1.093,1.15,24.843,17.646,0.59,0.251,0.805,0.307,36.162,1.723,0.189,-0.613,0.398252184769039,0.39963503649635,0.408635750301825,0.621046228710462,0.685082872928177,0.376487452721024,0.215177352915399,0.637024608501119,0.492227979274611,0.512244213351224,0.248855373013736
"E01005589","E08000005","Rochdale 009B","Rochdale",7546,3,9813,3,11550,4,8394,3,6650,2,10353,4,18101,6,20894,7,9851,3,7395,3,4659,2,20854,7,31.591,0.321,0.187,31.354,0.617,1.004,19.234,33.904,0.453,0.228,0.764,0.282,28.974,1.508,0.743,-0.281,0.387016229712859,0.328467153284672,0.370013966811069,0.524533657745336,0.652817679558011,0.279615205264158,0.418735679675469,0.62938105891126,0.449050086355786,0.698087889969809,0.338270939940749
"E01005590","E08000005","Rochdale 009C","Rochdale",3577,2,6006,2,5442,2,1532,1,3038,1,1315,1,16278,5,23562,7,7707,3,4261,2,3439,2,12072,4,44.085,0.453,0.225,60.424,0.659,1.086,20.565,41.974,0.557,0.375,1.212,0.438,26.259,2.22,0.859,0.206,0.551810237203496,0.397810218978102,0.714094642899415,0.533049472830495,0.670939226519337,0.302602718433188,0.519776133418473,0.712900820283371,0.718480138169257,0.7370010063737,0.469431726366819
"E01005591","E08000005","Rochdale 009D","Rochdale",13023,4,15272,5,16206,5,17878,6,14729,5,19924,6,12625,4,17110,6,8215,3,9531,3,7447,3,14066,5,22.161,0.226,0.126,15.308,0.417,0.691,23.47,29.532,0.33,0.157,0.117,0.201,32.607,2.042,0.508,0.083,0.268414481897628,0.217153284671533,0.180089008829865,0.483982157339822,0.583646408839779,0.352774563479042,0.363996043521266,0.508762117822521,0.309153713298791,0.619255283461926,0.436304874764341
"E01005592","E08000005","Rochdale 009E","Rochdale",3119,1,4686,2,6084,2,2972,1,3677,2,2802,1,14448,5,16012,5,10060,3,15240,5,11124,4,22931,7,46.174,0.481,0.27,51.431,1.053,1.245,21.991,20.081,0.601,0.355,1.115,0.392,33.689,1.444,0.255,-0.392,0.586766541822721,0.47992700729927,0.607650971758635,0.612935928629359,0.706077348066298,0.3272309631958,0.245664776070816,0.694817300521999,0.639032815198618,0.534384434753438,0.308375976299488
"E01005593","E08000005","Rochdale 004D","Rochdale",6221,2,11467,4,16639,5,7850,3,4958,2,12055,4,3614,2,9279,3,4980,2,29791,9,25485,8,32317,10,34.863,0.346,0.2,32.805,0.833,1.115,35.647,4.755,0.411,0.152,0.948,0.265,41.732,3.379,-0.46,-1.155,0.418227215980025,0.352189781021898,0.387188409914069,0.568329278183293,0.677348066298342,0.563081812058514,0.0537755574753659,0.663683818046234,0.419689119170985,0.294532036229453,0.102881766765419
"E01005594","E08000005","Rochdale 002B","Rochdale",10949,4,10470,4,16091,5,14172,5,13905,5,13542,5,5979,2,8201,3,8688,3,16556,5,12055,4,24883,8,25.255,0.262,0.158,20.274,0.495,0.419,31.005,18.281,0.436,0.158,0.174,0.251,43.449,1.874,0.196,-0.501,0.313358302122347,0.275547445255474,0.238867978126554,0.499797242497972,0.52353591160221,0.482910485138426,0.22312787189022,0.519388516032811,0.395509499136442,0.514592418651459,0.279019660651764
"E01005595","E08000005","Rochdale 004E","Rochdale",635,1,4908,2,2826,1,2426,1,3154,1,2426,1,4500,2,13031,4,4218,2,17164,6,18747,6,10043,3,64.188,0.512,0.39,54.41,2.209,1.394,33.635,17.461,0.593,0.481,1.193,0.402,36.753,3.763,-0.143,0.337,0.625468164794007,0.698905109489051,0.642911251568307,0.847323600973236,0.739005524861878,0.528332843992332,0.212861059985727,0.709358687546607,0.656303972366149,0.400872190540087,0.504713169943442
"E01005596","E08000005","Rochdale 003D","Rochdale",16238,5,21602,7,17181,6,21492,7,23808,8,17628,6,8817,3,12406,4,8151,3,14989,5,15353,5,10276,4,18.151,0.173,0.114,11.289,0.307,0.334,27.143,20.443,0.22,0.146,-0.489,0.218,37.477,2.063,0.019,0.32,0.202247191011236,0.195255474452555,0.13251899723031,0.461678832116788,0.50475138121547,0.416210428144592,0.25019719791158,0.395786726323639,0.338514680483592,0.455216370345522,0.500134661998384
"E01005597","E08000005","Rochdale 002C","Rochdale",20634,7,25031,8,22748,7,24102,8,25421,8,20911,7,4983,2,6447,2,9425,3,20939,7,15025,5,32968,10,13.795,0.118,0.074,8.629,-0.188,0.511,32.721,12.936,0.173,0.094,-0.61,0.195,47.313,1.644,0.035,-1.313,0.133583021223471,0.122262773722628,0.101034490921573,0.361313868613139,0.543867403314917,0.512547278976183,0.156205786976173,0.373228933631618,0.298791018998273,0.460583696746058,0.0603285752760571
"E01005598","E08000005","Rochdale 002D","Rochdale",22828,7,29242,9,31347,10,22580,7,24546,8,18996,6,7612,3,11137,4,7932,3,16945,6,14666,5,17130,6,11.793,0.081,0.086,10.105,0.015,-0.554,28.636,17.748,0.118,0.041,-0.543,0.208,39.093,2.13,0.054,-0.083,0.0873907615480649,0.144160583941606,0.118504841038752,0.402473641524736,0.308508287292818,0.441995820452151,0.216454444152299,0.385719612229679,0.321243523316062,0.466957396846696,0.391597091300835
"E01034234","E08000005","Rochdale 008H","Rochdale",2450,1,4217,2,150,1,1529,1,7980,3,283,1,4189,2,24388,8,1936,1,2950,1,3075,1,7491,3,49.473,0.518,0.218,60.444,1.058,0.536,34.342,46.705,0.619,0.817,0.639,0.521,25.354,5.158,0.901,0.537,0.632958801498127,0.385036496350365,0.714331368510759,0.613949716139497,0.54939226519337,0.540543341220359,0.579010629906472,0.606077554064131,0.861830742659758,0.751090238175109,0.558577969297064
"E01034235","E08000005","Rochdale 008I","Rochdale",1842,1,2936,1,611,1,1869,1,7595,3,492,1,6928,3,23094,7,3382,2,8570,3,7134,3,11553,4,53.213,0.58,0.258,58.067,1.378,0.776,29.494,31.496,0.67,0.671,0.673,0.493,26.748,4.21,0.531,0.238,0.710362047440699,0.458029197080292,0.686196529602538,0.678832116788321,0.602430939226519,0.45681421737103,0.388586310082761,0.61241610738255,0.813471502590674,0.626970815162697,0.478050094263399
"E01005599","E08000006","Salford 026A","Salford",3060,1,4099,2,4497,2,6371,2,7388,3,5565,2,14611,5,29708,9,5359,2,6182,2,7730,3,4274,2,46.467,0.449,0.258,36.956,1.13,1.746,21.852,36.719,0.623,0.408,0.691,0.343,18.18,3.192,0.487,0.868,0.546816479400749,0.458029197080292,0.436320810548493,0.628548256285482,0.816795580110497,0.324830313811506,0.453980893713456,0.615771812080537,0.55440414507772,0.612210667561221,0.647724212227309
"E01005600","E08000006","Salford 026B","Salford",11795,4,10814,4,9286,3,14010,5,13091,4,14092,5,15925,5,27149,9,6498,2,16067,5,11764,4,23940,8,23.967,0.29,0.139,20.502,0.721,0.447,20.811,18.922,0.427,0.272,0.232,0.246,22.07,2.688,0.214,-0.445,0.348314606741573,0.240875912408759,0.241566650095874,0.545620437956204,0.529723756906077,0.306851349717621,0.231153513878977,0.530201342281879,0.386873920552677,0.520630660852063,0.294101804470778
"E01005601","E08000006","Salford 026C","Salford",2487,1,2552,1,6774,3,4787,2,8425,3,2750,1,16263,5,27579,9,6532,2,8228,3,6769,3,11773,4,49.245,0.482,0.282,42.798,1.608,1.118,20.577,32.166,0.69,0.335,0.598,0.394,21.482,2.673,0.561,0.224,0.588014981273408,0.501824817518248,0.505468361622044,0.725466342254663,0.678011049723757,0.302809968739745,0.396975046638871,0.598434004474273,0.642487046632124,0.637034552163704,0.474279558308645
"E01005602","E08000006","Salford 026D","Salford",1623,1,2158,1,1838,1,5416,2,5641,2,5373,2,19856,6,26328,8,8691,3,16784,5,20694,7,7311,3,54.793,0.525,0.33,40.234,1.829,1.526,18,17.988,0.71,0.541,0.872,0.345,23.107,1.873,-0.232,0.553,0.641697877652934,0.589416058394161,0.475120138247757,0.770275750202757,0.76817679558011,0.25830296540647,0.219459364709712,0.64951528709918,0.557858376511226,0.371016437437102,0.562887153245354
"E01005603","E08000006","Salford 027A","Salford",5972,2,8815,3,9027,3,9493,3,9527,3,9129,3,14940,5,27644,9,5931,2,767,1,1509,1,3326,1,35.521,0.322,0.18,28.821,0.62,1.062,21.586,61.333,0.479,0.278,0.505,0.296,21.393,2.919,1.127,1.011,0.388264669163546,0.315693430656934,0.340032668134366,0.525141930251419,0.665635359116022,0.320236265349476,0.76216053788078,0.581096196868009,0.473229706390328,0.82690372358269,0.686237543765149
"E01005604","E08000006","Salford 027B","Salford",9568,3,13620,5,9175,3,8841,3,6944,3,10987,4,23658,8,23647,8,12296,4,15073,5,14116,5,12754,4,27.558,0.27,0.195,30.23,0.675,0.668,15.387,20.321,0.363,0.275,0.734,0.275,26.17,0.831,0.084,0.161,0.32334581772784,0.343065693430657,0.356709987453543,0.536293592862936,0.578563535911602,0.213174211153521,0.248669696628229,0.623788217747949,0.436960276338515,0.477021133847702,0.457312146512254
"E01005605","E08000006","Salford 027C","Salford",5693,2,4464,2,8328,3,8548,3,6716,2,10626,4,23281,7,24368,8,11637,4,3674,2,5521,2,2987,1,36.299,0.37,0.201,30.96,1.134,0.847,15.659,43.992,0.609,0.295,0.757,0.279,25.373,1.008,0.666,1.07,0.448189762796504,0.354014598540146,0.365350472267595,0.629359286293593,0.618121546961326,0.21787188476883,0.545042507105385,0.628076062639821,0.443868739205527,0.672257631667226,0.702127659574468
"E01005610","E08000006","Salford 034C","Salford",7098,3,5181,2,100,1,2968,1,3642,2,2827,1,6832,3,26342,8,2875,1,14283,5,20183,6,4518,2,32.652,0.236,0.101,51.441,1.57,0.771,29.643,21.464,0.584,0.871,1.121,0.392,23.09,4.529,-0.208,0.839,0.280898876404494,0.171532846715328,0.607769334564307,0.717761557177615,0.601325966850829,0.459387575344122,0.262980630782907,0.695935868754661,0.639032815198618,0.379067427037907,0.639913816321034
"E01005611","E08000006","Salford 032C","Salford",3435,2,2900,1,3847,2,4639,2,5231,2,4303,2,10733,4,27645,9,4240,2,10242,4,14771,5,3340,1,44.661,0.427,0.221,43.375,1.435,1.478,25.132,28.236,0.672,0.434,0.919,0.362,21.393,3.752,0.049,1.01,0.519350811485643,0.390510948905109,0.512297895509315,0.690389294403893,0.757569060773481,0.38147873093729,0.347769472511237,0.6582774049217,0.587219343696028,0.465280107346528,0.685968219768381
